issued_year,issn,articles,oa,scopus_asjc_code_sub_subject_area,scopus_sub_subject_area,percentile,snip,sjr,top_level_code,description,subject_area
2015,0308-597X,342,48,1104,Aquatic Science,91,1.357,1.295,11,Agricultural and Biological Sciences,Life Sciences
2015,0308-597X,342,48,2300,General Environmental Science,85,1.357,1.295,23,Environmental Science,Physical Sciences
2015,0308-597X,342,48,2308,"Management, Monitoring, Policy and Law",84,1.357,1.295,23,Environmental Science,Physical Sciences
2015,0308-597X,342,48,3308,Law,97,1.357,1.295,33,Social Sciences,Social Sciences
2015,0308-597X,342,48,2002,Economics and Econometrics,90,1.357,1.295,20,"Economics, Econometrics and Finance",Social Sciences
2015,0885-2006,81,2,3304,Education,94,2.508,1.792,33,Social Sciences,Social Sciences
2015,0885-2006,81,2,3204,Developmental and Educational Psychology,85,2.508,1.792,32,Psychology,Social Sciences
2015,0885-2006,81,2,3312,Sociology and Political Science,93,2.508,1.792,33,Social Sciences,Social Sciences
2015,0950-4230,213,2,1106,Food Science,85,1.941,0.904,11,Agricultural and Biological Sciences,Life Sciences
2015,0950-4230,213,2,2213,"Safety, Risk, Reliability and Quality",89,1.941,0.904,22,Engineering,Physical Sciences
2015,0950-4230,213,2,1803,Management Science and Operations Research,87,1.941,0.904,18,Decision Sciences,Social Sciences
2015,0950-4230,213,2,2209,Industrial and Manufacturing Engineering,86,1.941,0.904,22,Engineering,Physical Sciences
2015,0950-4230,213,2,1500,General Chemical Engineering,83,1.941,0.904,15,Chemical Engineering,Physical Sciences
2015,0950-4230,213,2,2207,Control and Systems Engineering,76,1.941,0.904,22,Engineering,Physical Sciences
2015,0950-4230,213,2,2102,Energy Engineering and Power Technology,80,1.941,0.904,21,Energy,Physical Sciences
2015,1043-0679,83,3,2740,Pulmonary and Respiratory Medicine,47,1.067,0.971,27,Medicine,Health Sciences
2015,1043-0679,83,3,2705,Cardiology and Cardiovascular Medicine,52,1.067,0.971,27,Medicine,Health Sciences
2015,1043-0679,83,3,2746,Surgery,69,1.067,0.971,27,Medicine,Health Sciences
2015,1057-5219,131,3,2002,Economics and Econometrics,83,1.666,0.874,20,"Economics, Econometrics and Finance",Social Sciences
2015,1057-5219,131,3,2003,Finance,87,1.666,0.874,20,"Economics, Econometrics and Finance",Social Sciences
2015,1098-8823,74,0,3004,Pharmacology,56,0.713,0.753,30,"Pharmacology, Toxicology and Pharmaceutics",Life Sciences
2015,1098-8823,74,0,1314,Physiology,46,0.713,0.753,13,"Biochemistry, Genetics and Molecular Biology",Life Sciences
2015,1098-8823,74,0,1303,Biochemistry,47,0.713,0.753,13,"Biochemistry, Genetics and Molecular Biology",Life Sciences
2015,1098-8823,74,0,1307,Cell Biology,38,0.713,0.753,13,"Biochemistry, Genetics and Molecular Biology",Life Sciences
2015,1360-8592,122,0,3612,"Physical Therapy, Sports Therapy and Rehabilitation",56,0.821,0.452,36,Health Professions,Health Sciences
2015,1360-8592,122,0,2707,Complementary and Alternative Medicine,58,0.821,0.452,27,Medicine,Health Sciences
2015,1360-8592,122,0,3603,Complementary and Manual Therapy,77,0.821,0.452,36,Health Professions,Health Sciences
2015,1360-8592,122,0,2742,Rehabilitation,58,0.821,0.452,27,Medicine,Health Sciences
2015,1462-9011,231,21,3305,"Geography, Planning and Development",99,1.938,1.823,33,Social Sciences,Social Sciences
2015,1462-9011,231,21,2308,"Management, Monitoring, Policy and Law",96,1.938,1.823,23,Environmental Science,Physical Sciences
2015,1550-7289,311,10,2746,Surgery,92,1.172,1.305,27,Medicine,Health Sciences
2015,1574-1192,118,2,1708,Hardware and Architecture,88,1.45,0.691,17,Computer Science,Physical Sciences
2015,1574-1192,118,2,1705,Computer Networks and Communications,87,1.45,0.691,17,Computer Science,Physical Sciences
2015,1574-1192,118,2,1706,Computer Science Applications,87,1.45,0.691,17,Computer Science,Physical Sciences
2015,1574-1192,118,2,1710,Information Systems,87,1.45,0.691,17,Computer Science,Physical Sciences
2015,1574-1192,118,2,1712,Software,84,1.45,0.691,17,Computer Science,Physical Sciences
2015,1631-0713,56,0,1900,General Earth and Planetary Sciences,83,0.993,0.695,19,Earth and Planetary Sciences,Physical Sciences
2015,1631-0713,56,0,2306,Global and Planetary Change,60,0.993,0.695,23,Environmental Science,Physical Sciences
2015,1631-0721,68,0,2500,General Materials Science,49,0.918,0.466,25,Materials Science,Physical Sciences
2015,1631-0721,68,0,2211,Mechanics of Materials,52,0.918,0.466,22,Engineering,Physical Sciences
2015,1750-9467,114,1,2738,Psychiatry and Mental Health,62,1.117,0.834,27,Medicine,Health Sciences
2015,1750-9467,114,1,3204,Developmental and Educational Psychology,68,1.117,0.834,32,Psychology,Social Sciences
2015,1750-9467,114,1,3203,Clinical Psychology,71,1.117,0.834,32,Psychology,Social Sciences
2015,1874-5482,28,2,1802,Information Systems and Management,77,1.654,0.486,18,Decision Sciences,Social Sciences
2015,1874-5482,28,2,2213,"Safety, Risk, Reliability and Quality",80,1.654,0.486,22,Engineering,Physical Sciences
2015,1874-5482,28,2,2611,Modeling and Simulation,83,1.654,0.486,26,Mathematics,Physical Sciences
2015,1874-5482,28,2,1706,Computer Science Applications,72,1.654,0.486,17,Computer Science,Physical Sciences
2015,1875-5100,580,1,2102,Energy Engineering and Power Technology,91,1.76,1.305,21,Energy,Physical Sciences
2015,2213-3291,19,0,1502,Bioengineering,50,1.422,0.858,15,Chemical Engineering,Physical Sciences
2015,2213-3291,19,0,2402,Applied Microbiology and Biotechnology,55,1.422,0.858,24,Immunology and Microbiology,Life Sciences
2015,2213-3291,19,0,1106,Food Science,73,1.422,0.858,11,Agricultural and Biological Sciences,Life Sciences
2015,0003-9969,237,1,3500,General Dentistry,82,0.962,0.689,35,Dentistry,Health Sciences
2015,0003-9969,237,1,2733,Otorhinolaryngology,79,0.962,0.689,27,Medicine,Health Sciences
2015,0003-9969,237,1,1307,Cell Biology,30,0.962,0.689,13,"Biochemistry, Genetics and Molecular Biology",Life Sciences
2015,0924-7963,136,12,1910,Oceanography,87,1.208,1.032,19,Earth and Planetary Sciences,Physical Sciences
2015,0924-7963,136,12,1105,"Ecology, Evolution, Behavior and Systematics",87,1.208,1.032,11,Agricultural and Biological Sciences,Life Sciences
2015,0924-7963,136,12,1104,Aquatic Science,92,1.208,1.032,11,Agricultural and Biological Sciences,Life Sciences
2015,1569-1993,138,5,2740,Pulmonary and Respiratory Medicine,85,1.367,1.411,27,Medicine,Health Sciences
2015,1569-1993,138,5,2735,"Pediatrics, Perinatology and Child Health",95,1.367,1.411,27,Medicine,Health Sciences
2015,0925-7721,66,2,2605,Computational Mathematics,32,1.095,0.472,26,Mathematics,Physical Sciences
2015,0925-7721,66,2,1706,Computer Science Applications,33,1.095,0.472,17,Computer Science,Physical Sciences
2015,0925-7721,66,2,2606,Control and Optimization,39,1.095,0.472,26,Mathematics,Physical Sciences
2015,0925-7721,66,2,2608,Geometry and Topology,55,1.095,0.472,26,Mathematics,Physical Sciences
2015,0925-7721,66,2,1703,Computational Theory and Mathematics,34,1.095,0.472,17,Computer Science,Physical Sciences
2015,0093-7754,130,2,2720,Hematology,86,1.122,1.773,27,Medicine,Health Sciences
2015,0093-7754,130,2,2730,Oncology,83,1.122,1.773,27,Medicine,Health Sciences
2015,0165-4101,41,2,1402,Accounting,95,3.477,5.821,14,"Business, Management and Accounting",Social Sciences
2015,0165-4101,41,2,2002,Economics and Econometrics,94,3.477,5.821,20,"Economics, Econometrics and Finance",Social Sciences
2015,0165-4101,41,2,2003,Finance,95,3.477,5.821,20,"Economics, Econometrics and Finance",Social Sciences
2015,0190-0528,52,2,2308,"Management, Monitoring, Policy and Law",58,0.756,0.45,23,Environmental Science,Physical Sciences
2015,0190-0528,52,2,3305,"Geography, Planning and Development",72,0.756,0.45,33,Social Sciences,Social Sciences
2015,0190-0528,52,2,2303,Ecology,59,0.756,0.45,23,Environmental Science,Physical Sciences
2015,0378-3758,116,0,2613,Statistics and Probability,47,1.164,0.845,26,Mathematics,Physical Sciences
2015,0378-3758,116,0,1804,"Statistics, Probability and Uncertainty",48,1.164,0.845,18,Decision Sciences,Social Sciences
2015,0378-3758,116,0,2604,Applied Mathematics,40,1.164,0.845,26,Mathematics,Physical Sciences
2015,0379-0738,396,3,2734,Pathology and Forensic Medicine,74,1.317,0.867,27,Medicine,Health Sciences
2015,0939-4753,154,6,2705,Cardiology and Cardiovascular Medicine,81,1.154,1.111,27,Medicine,Health Sciences
2015,0939-4753,154,6,2701,Medicine (miscellaneous),76,1.154,1.111,27,Medicine,Health Sciences
2015,0939-4753,154,6,2916,Nutrition and Dietetics,70,1.154,1.111,29,Nursing,Health Sciences
2015,0939-4753,154,6,2712,"Endocrinology, Diabetes and Metabolism",71,1.154,1.111,27,Medicine,Health Sciences
2015,1036-7314,93,0,2907,Emergency Nursing,89,1.276,0.714,29,Nursing,Health Sciences
2015,1036-7314,93,0,2906,Critical Care Nursing,92,1.276,0.714,29,Nursing,Health Sciences
2015,1047-9651,80,0,3612,"Physical Therapy, Sports Therapy and Rehabilitation",81,0.989,0.646,36,Health Professions,Health Sciences
2015,1047-9651,80,0,2742,Rehabilitation,88,0.989,0.646,27,Medicine,Health Sciences
2015,1052-5149,71,0,2741,"Radiology, Nuclear Medicine and Imaging",71,1.147,0.783,27,Medicine,Health Sciences
2015,1052-5149,71,0,2728,Neurology (clinical),59,1.147,0.783,27,Medicine,Health Sciences
2015,1261-694X,134,2,2705,Cardiology and Cardiovascular Medicine,0,0,0.123,27,Medicine,Health Sciences
2015,1357-3039,175,0,2700,General Medicine,56,0.282,0.186,27,Medicine,Health Sciences
2015,1359-0294,52,3,1505,Colloid and Surface Chemistry,83,1.93,1.601,15,Chemical Engineering,Physical Sciences
2015,1359-0294,52,3,3110,Surfaces and Interfaces,91,1.93,1.601,31,Physics and Astronomy,Physical Sciences
2015,1359-0294,52,3,1606,Physical and Theoretical Chemistry,93,1.93,1.601,16,Chemistry,Physical Sciences
2015,1359-0294,52,3,2507,Polymers and Plastics,97,1.93,1.601,25,Materials Science,Physical Sciences
2015,1462-3889,107,4,2917,Oncology (nursing),67,1.072,0.753,29,Nursing,Health Sciences
2015,1471-4892,116,5,3004,Pharmacology,94,1.233,1.989,30,"Pharmacology, Toxicology and Pharmaceutics",Life Sciences
2015,1471-4892,116,5,3002,Drug Discovery,94,1.233,1.989,30,"Pharmacology, Toxicology and Pharmaceutics",Life Sciences
2015,1617-1381,77,2,2309,Nature and Landscape Conservation,78,1.046,0.763,23,Environmental Science,Physical Sciences
2015,1617-1381,77,2,2303,Ecology,76,1.046,0.763,23,Environmental Science,Physical Sciences
2015,1938-9736,34,1,3404,Small Animals,40,0.523,0.389,34,Veterinary,Health Sciences
2015,0012-1606,315,31,1312,Molecular Biology,66,0.92,1.813,13,"Biochemistry, Genetics and Molecular Biology",Life Sciences
2015,0012-1606,315,31,1309,Developmental Biology,75,0.92,1.813,13,"Biochemistry, Genetics and Molecular Biology",Life Sciences
2015,0012-1606,315,31,1307,Cell Biology,64,0.92,1.813,13,"Biochemistry, Genetics and Molecular Biology",Life Sciences
2015,0001-2998,53,0,2741,"Radiology, Nuclear Medicine and Imaging",93,1.492,0.978,27,Medicine,Health Sciences
2015,0011-2275,89,3,2500,General Materials Science,55,1.289,0.606,25,Materials Science,Physical Sciences
2015,0011-2275,89,3,3100,General Physics and Astronomy,62,1.289,0.606,31,Physics and Astronomy,Physical Sciences
2015,0047-6374,57,18,1302,Aging,75,1.043,1.6,13,"Biochemistry, Genetics and Molecular Biology",Life Sciences
2015,0047-6374,57,18,1309,Developmental Biology,81,1.043,1.6,13,"Biochemistry, Genetics and Molecular Biology",Life Sciences
2015,0094-1190,41,0,3322,Urban Studies,92,2.322,2.356,33,Social Sciences,Social Sciences
2015,0094-1190,41,0,2002,Economics and Econometrics,87,2.322,2.356,20,"Economics, Econometrics and Finance",Social Sciences
2015,0165-4896,70,1,1804,"Statistics, Probability and Uncertainty",46,1.091,0.473,18,Decision Sciences,Social Sciences
2015,0165-4896,70,1,3200,General Psychology,38,1.091,0.473,32,Psychology,Social Sciences
2015,0165-4896,70,1,3300,General Social Sciences,66,1.091,0.473,33,Social Sciences,Social Sciences
2015,0165-4896,70,1,3312,Sociology and Political Science,62,1.091,0.473,33,Social Sciences,Social Sciences
2015,0191-8141,144,11,1907,Geology,83,1.395,1.431,19,Earth and Planetary Sciences,Physical Sciences
2015,0272-5231,84,0,2740,Pulmonary and Respiratory Medicine,82,1.49,1.2,27,Medicine,Health Sciences
2015,0301-0511,158,4,2800,General Neuroscience,60,1.164,1.446,28,Neuroscience,Life Sciences
2015,0301-0511,158,4,3206,Neuropsychology and Physiological Psychology,81,1.164,1.446,32,Psychology,Social Sciences
2015,0301-472X,122,8,2720,Hematology,71,0.628,1.302,27,Medicine,Health Sciences
2015,0301-472X,122,8,1306,Cancer Research,52,0.628,1.302,13,"Biochemistry, Genetics and Molecular Biology",Life Sciences
2015,0301-472X,122,8,1311,Genetics,62,0.628,1.302,13,"Biochemistry, Genetics and Molecular Biology",Life Sciences
2015,0301-472X,122,8,1312,Molecular Biology,53,0.628,1.302,13,"Biochemistry, Genetics and Molecular Biology",Life Sciences
2015,0301-472X,122,8,1307,Cell Biology,48,0.628,1.302,13,"Biochemistry, Genetics and Molecular Biology",Life Sciences
2015,0306-4573,72,1,2214,Media Technology,95,3.199,1.192,22,Engineering,Physical Sciences
2015,0306-4573,72,1,3309,Library and Information Sciences,98,3.199,1.192,33,Social Sciences,Social Sciences
2015,0306-4573,72,1,1706,Computer Science Applications,91,3.199,1.192,17,Computer Science,Physical Sciences
2015,0306-4573,72,1,1710,Information Systems,92,3.199,1.192,17,Computer Science,Physical Sciences
2015,0306-4573,72,1,1803,Management Science and Operations Research,96,3.199,1.192,18,Decision Sciences,Social Sciences
2015,0378-4754,145,0,2611,Modeling and Simulation,60,1.064,0.452,26,Mathematics,Physical Sciences
2015,0378-4754,145,0,1700,General Computer Science,72,1.064,0.452,17,Computer Science,Physical Sciences
2015,0378-4754,145,0,2612,Numerical Analysis,74,1.064,0.452,26,Mathematics,Physical Sciences
2015,0378-4754,145,0,2604,Applied Mathematics,73,1.064,0.452,26,Mathematics,Physical Sciences
2015,0378-4754,145,0,2614,Theoretical Computer Science,57,1.064,0.452,26,Mathematics,Physical Sciences
2015,0723-2020,84,1,2404,Microbiology,73,1.014,1.134,24,Immunology and Microbiology,Life Sciences
2015,0723-2020,84,1,1105,"Ecology, Evolution, Behavior and Systematics",88,1.014,1.134,11,Agricultural and Biological Sciences,Life Sciences
2015,0723-2020,84,1,2402,Applied Microbiology and Biotechnology,75,1.014,1.134,24,Immunology and Microbiology,Life Sciences
2015,0899-8256,105,4,2002,Economics and Econometrics,56,1.357,2.334,20,"Economics, Econometrics and Finance",Social Sciences
2015,0899-8256,105,4,2003,Finance,60,1.357,2.334,20,"Economics, Econometrics and Finance",Social Sciences
2015,0928-4680,32,0,2734,Pathology and Forensic Medicine,74,0.816,0.595,27,Medicine,Health Sciences
2015,0928-4680,32,0,2737,Physiology (medical),48,0.816,0.595,27,Medicine,Health Sciences
2015,1095-6433,205,0,1104,Aquatic Science,75,1.036,0.735,11,Agricultural and Biological Sciences,Life Sciences
2015,1095-6433,205,0,1314,Physiology,47,1.036,0.735,13,"Biochemistry, Genetics and Molecular Biology",Life Sciences
2015,1095-6433,205,0,1103,Animal Science and Zoology,89,1.036,0.735,11,Agricultural and Biological Sciences,Life Sciences
2015,1095-6433,205,0,1312,Molecular Biology,41,1.036,0.735,13,"Biochemistry, Genetics and Molecular Biology",Life Sciences
2015,1095-6433,205,0,1303,Biochemistry,48,1.036,0.735,13,"Biochemistry, Genetics and Molecular Biology",Life Sciences
2015,1268-7731,83,1,2732,Orthopedics and Sports Medicine,56,1.409,0.716,27,Medicine,Health Sciences
2015,1471-4906,99,4,2723,Immunology and Allergy,96,2.802,5.917,27,Medicine,Health Sciences
2015,1471-4906,99,4,2403,Immunology,96,2.802,5.917,24,Immunology and Microbiology,Life Sciences
2015,1574-9541,131,8,1706,Computer Science Applications,73,1.151,0.825,17,Computer Science,Physical Sciences
2015,1574-9541,131,8,2604,Applied Mathematics,89,1.151,0.825,26,Mathematics,Physical Sciences
2015,1574-9541,131,8,2611,Modeling and Simulation,83,1.151,0.825,26,Mathematics,Physical Sciences
2015,1574-9541,131,8,2302,Ecological Modeling,75,1.151,0.825,23,Environmental Science,Physical Sciences
2015,1574-9541,131,8,1703,Computational Theory and Mathematics,80,1.151,0.825,17,Computer Science,Physical Sciences
2015,1574-9541,131,8,1105,"Ecology, Evolution, Behavior and Systematics",81,1.151,0.825,11,Agricultural and Biological Sciences,Life Sciences
2015,1574-9541,131,8,2303,Ecology,80,1.151,0.825,23,Environmental Science,Physical Sciences
2015,1744-117X,31,1,1104,Aquatic Science,73,0.939,0.763,11,Agricultural and Biological Sciences,Life Sciences
2015,1744-117X,31,1,1314,Physiology,45,0.939,0.763,13,"Biochemistry, Genetics and Molecular Biology",Life Sciences
2015,1744-117X,31,1,1312,Molecular Biology,38,0.939,0.763,13,"Biochemistry, Genetics and Molecular Biology",Life Sciences
2015,1744-117X,31,1,1311,Genetics,49,0.939,0.763,13,"Biochemistry, Genetics and Molecular Biology",Life Sciences
2015,1744-117X,31,1,1103,Animal Science and Zoology,87,0.939,0.763,11,Agricultural and Biological Sciences,Life Sciences
2015,1744-117X,31,1,1303,Biochemistry,46,0.939,0.763,13,"Biochemistry, Genetics and Molecular Biology",Life Sciences
2015,1760-2734,44,1,1314,Physiology,18,1.25,0.741,13,"Biochemistry, Genetics and Molecular Biology",Life Sciences
2015,1760-2734,44,1,3400,General Veterinary,75,1.25,0.741,34,Veterinary,Health Sciences
2015,1874-3900,270,1,1110,Plant Science,64,0.873,0.452,11,Agricultural and Biological Sciences,Life Sciences
2015,1874-3900,270,1,1305,Biotechnology,44,0.873,0.452,13,"Biochemistry, Genetics and Molecular Biology",Life Sciences
2015,1874-3900,270,1,1102,Agronomy and Crop Science,68,0.873,0.452,11,Agricultural and Biological Sciences,Life Sciences
2015,1874-3900,270,1,1303,Biochemistry,27,0.873,0.452,13,"Biochemistry, Genetics and Molecular Biology",Life Sciences
2015,1889-1837,28,0,2705,Cardiology and Cardiovascular Medicine,19,0.259,0.13,27,Medicine,Health Sciences
2015,1889-1837,28,0,2724,Internal Medicine,22,0.259,0.13,27,Medicine,Health Sciences
2015,1959-0318,48,1,2204,Biomedical Engineering,36,0.541,0.286,22,Engineering,Physical Sciences
2015,1959-0318,48,1,1304,Biophysics,32,0.541,0.286,13,"Biochemistry, Genetics and Molecular Biology",Life Sciences
2015,2211-6923,33,3,3504,Oral Surgery,82,1.61,0.934,35,Dentistry,Health Sciences
2015,2211-6923,33,3,2746,Surgery,79,1.61,0.934,27,Medicine,Health Sciences
2015,2211-6923,33,3,2733,Otorhinolaryngology,83,1.61,0.934,27,Medicine,Health Sciences
2015,0160-2527,76,6,2734,Pathology and Forensic Medicine,52,0.956,0.509,27,Medicine,Health Sciences
2015,0160-2527,76,6,2738,Psychiatry and Mental Health,52,0.956,0.509,27,Medicine,Health Sciences
2015,0160-2527,76,6,3308,Law,85,0.956,0.509,33,Social Sciences,Social Sciences
2015,0270-9295,72,1,2727,Nephrology,85,1.246,1.447,27,Medicine,Health Sciences
2015,1309-1042,125,80,2310,Pollution,79,1.331,0.818,23,Environmental Science,Physical Sciences
2015,1309-1042,125,80,1902,Atmospheric Science,74,1.331,0.818,19,Earth and Planetary Sciences,Physical Sciences
2015,1309-1042,125,80,2311,Waste Management and Disposal,79,1.331,0.818,23,Environmental Science,Physical Sciences
2015,0004-3702,68,2,3310,Linguistics and Language,99,3.139,1.254,33,Social Sciences,Social Sciences
2015,0004-3702,68,2,1702,Artificial Intelligence,86,3.139,1.254,17,Computer Science,Physical Sciences
2015,0004-3702,68,2,1203,Language and Linguistics,99,3.139,1.254,12,Arts and Humanities,Social Sciences
2015,0020-7519,118,18,2405,Parasitology,90,1.411,1.731,24,Immunology and Microbiology,Life Sciences
2015,0020-7519,118,18,2725,Infectious Diseases,85,1.411,1.731,27,Medicine,Health Sciences
2015,0031-3025,158,6,2734,Pathology and Forensic Medicine,84,1.318,1.296,27,Medicine,Health Sciences
2015,0045-7906,241,0,2207,Control and Systems Engineering,75,1.428,0.579,22,Engineering,Physical Sciences
2015,0045-7906,241,0,1700,General Computer Science,85,1.428,0.579,17,Computer Science,Physical Sciences
2015,0045-7906,241,0,2208,Electrical and Electronic Engineering,79,1.428,0.579,22,Engineering,Physical Sciences
2015,0094-1298,77,0,2746,Surgery,67,1.061,0.652,27,Medicine,Health Sciences
2015,0163-7827,26,3,1303,Biochemistry,98,3.894,4.682,13,"Biochemistry, Genetics and Molecular Biology",Life Sciences
2015,0163-7827,26,3,1307,Cell Biology,96,3.894,4.682,13,"Biochemistry, Genetics and Molecular Biology",Life Sciences
2015,0263-2373,50,0,1408,Strategy and Management,90,1.874,1.308,14,"Business, Management and Accounting",Social Sciences
2015,0272-7358,69,5,3203,Clinical Psychology,99,5.424,5.281,32,Psychology,Social Sciences
2015,0272-7358,69,5,2738,Psychiatry and Mental Health,98,5.424,5.281,27,Medicine,Health Sciences
2015,0368-2048,166,6,1607,Spectroscopy,37,0.683,0.49,16,Chemistry,Physical Sciences
2015,0368-2048,166,6,3107,"Atomic and Molecular Physics, and Optics",47,0.683,0.49,31,Physics and Astronomy,Physical Sciences
2015,0368-2048,166,6,2504,"Electronic, Optical and Magnetic Materials",45,0.683,0.49,25,Materials Science,Physical Sciences
2015,0368-2048,166,6,3104,Condensed Matter Physics,47,0.683,0.49,31,Physics and Astronomy,Physical Sciences
2015,0368-2048,166,6,1606,Physical and Theoretical Chemistry,37,0.683,0.49,16,Chemistry,Physical Sciences
2015,0368-2048,166,6,3108,Radiation,53,0.683,0.49,31,Physics and Astronomy,Physical Sciences
2015,0743-7315,98,2,1702,Artificial Intelligence,66,1.433,0.525,17,Computer Science,Physical Sciences
2015,0743-7315,98,2,2614,Theoretical Computer Science,79,1.433,0.525,26,Mathematics,Physical Sciences
2015,0743-7315,98,2,1705,Computer Networks and Communications,78,1.433,0.525,17,Computer Science,Physical Sciences
2015,0743-7315,98,2,1708,Hardware and Architecture,75,1.433,0.525,17,Computer Science,Physical Sciences
2015,0743-7315,98,2,1712,Software,69,1.433,0.525,17,Computer Science,Physical Sciences
2015,0960-0760,237,2,1313,Molecular Medicine,77,1.254,1.229,13,"Biochemistry, Genetics and Molecular Biology",Life Sciences
2015,0960-0760,237,2,1310,Endocrinology,78,1.254,1.229,13,"Biochemistry, Genetics and Molecular Biology",Life Sciences
2015,0960-0760,237,2,2712,"Endocrinology, Diabetes and Metabolism",83,1.254,1.229,27,Medicine,Health Sciences
2015,0960-0760,237,2,1303,Biochemistry,82,1.254,1.229,13,"Biochemistry, Genetics and Molecular Biology",Life Sciences
2015,0960-0760,237,2,1307,Cell Biology,71,1.254,1.229,13,"Biochemistry, Genetics and Molecular Biology",Life Sciences
2015,0960-0760,237,2,1308,Clinical Biochemistry,86,1.254,1.229,13,"Biochemistry, Genetics and Molecular Biology",Life Sciences
2015,0960-0760,237,2,1312,Molecular Biology,74,1.254,1.229,13,"Biochemistry, Genetics and Molecular Biology",Life Sciences
2015,0973-0826,79,3,2308,"Management, Monitoring, Policy and Law",90,1.56,1.488,23,Environmental Science,Physical Sciences
2015,0973-0826,79,3,3305,"Geography, Planning and Development",96,1.56,1.488,33,Social Sciences,Social Sciences
2015,0973-0826,79,3,2105,"Renewable Energy, Sustainability and the Environment",77,1.56,1.488,21,Energy,Physical Sciences
2015,1044-579X,71,6,1306,Cancer Research,94,1.951,3.476,13,"Biochemistry, Genetics and Molecular Biology",Life Sciences
2015,1087-0792,64,1,2728,Neurology (clinical),98,4.126,3.567,27,Medicine,Health Sciences
2015,1087-0792,64,1,2808,Neurology,99,4.126,3.567,28,Neuroscience,Life Sciences
2015,1087-0792,64,1,2740,Pulmonary and Respiratory Medicine,98,4.126,3.567,27,Medicine,Health Sciences
2015,1087-0792,64,1,2737,Physiology (medical),97,4.126,3.567,27,Medicine,Health Sciences
2015,1775-8785,136,2,2739,"Public Health, Environmental and Occupational Health",5,0.24,0.175,27,Medicine,Health Sciences
2015,1878-6146,111,3,1311,Genetics,66,1.341,0.942,13,"Biochemistry, Genetics and Molecular Biology",Life Sciences
2015,1878-6146,111,3,1105,"Ecology, Evolution, Behavior and Systematics",87,1.341,0.942,11,Agricultural and Biological Sciences,Life Sciences
2015,1878-6146,111,3,2725,Infectious Diseases,78,1.341,0.942,27,Medicine,Health Sciences
2015,1883-1958,42,0,3504,Oral Surgery,92,1.961,1.166,35,Dentistry,Health Sciences
2015,1883-1958,42,0,3501,Dentistry (miscellaneous),96,1.961,1.166,35,Dentistry,Health Sciences
2015,2050-0521,32,0,2748,Urology,90,1.807,1.078,27,Medicine,Health Sciences
2015,2050-0521,32,0,2729,Obstetrics and Gynecology,90,1.807,1.078,27,Medicine,Health Sciences
2015,2050-0521,32,0,2743,Reproductive Medicine,86,1.807,1.078,27,Medicine,Health Sciences
2015,2352-0094,45,1,1111,Soil Science,72,1.121,0.801,11,Agricultural and Biological Sciences,Life Sciences
2015,2213-333X,130,3,2705,Cardiology and Cardiovascular Medicine,57,1.4,0.79,27,Medicine,Health Sciences
2015,2213-333X,130,3,2746,Surgery,72,1.4,0.79,27,Medicine,Health Sciences
2015,1875-2136,91,0,2705,Cardiology and Cardiovascular Medicine,65,0.847,0.94,27,Medicine,Health Sciences
2015,1934-1482,154,1,2728,Neurology (clinical),45,1.038,0.59,27,Medicine,Health Sciences
2015,1934-1482,154,1,3612,"Physical Therapy, Sports Therapy and Rehabilitation",72,1.038,0.59,36,Health Professions,Health Sciences
2015,1934-1482,154,1,2742,Rehabilitation,71,1.038,0.59,27,Medicine,Health Sciences
2015,1934-1482,154,1,2808,Neurology,38,1.038,0.59,28,Neuroscience,Life Sciences
2015,0022-1910,136,3,1314,Physiology,60,0.985,1.13,13,"Biochemistry, Genetics and Molecular Biology",Life Sciences
2015,0022-1910,136,3,1109,Insect Science,91,0.985,1.13,11,Agricultural and Biological Sciences,Life Sciences
2015,0044-5231,73,2,1103,Animal Science and Zoology,73,0.928,0.679,11,Agricultural and Biological Sciences,Life Sciences
2015,0160-2896,112,6,3205,Experimental and Cognitive Psychology,81,1.46,1.63,32,Psychology,Social Sciences
2015,0160-2896,112,6,1201,Arts and Humanities (miscellaneous),92,1.46,1.63,12,Arts and Humanities,Social Sciences
2015,0160-2896,112,6,3204,Developmental and Educational Psychology,89,1.46,1.63,32,Psychology,Social Sciences
2015,0161-4754,98,14,3602,Chiropractics,83,1.006,0.542,36,Health Professions,Health Sciences
2015,0275-5319,61,1,2003,Finance,86,1.323,0.638,20,"Economics, Econometrics and Finance",Social Sciences
2015,0275-5319,61,1,1401,"Business, Management and Accounting (miscellaneous)",88,1.323,0.638,14,"Business, Management and Accounting",Social Sciences
2015,0304-3878,70,2,2002,Economics and Econometrics,89,2.776,3.585,20,"Economics, Econometrics and Finance",Social Sciences
2015,0304-3878,70,2,3303,Development,92,2.776,3.585,33,Social Sciences,Social Sciences
2015,0304-4068,87,1,2604,Applied Mathematics,34,0.879,0.944,26,Mathematics,Physical Sciences
2015,0304-4068,87,1,2002,Economics and Econometrics,41,0.879,0.944,20,"Economics, Econometrics and Finance",Social Sciences
2015,0308-0161,64,1,2210,Mechanical Engineering,67,1.81,0.652,22,Engineering,Physical Sciences
2015,0308-0161,64,1,2500,General Materials Science,57,1.81,0.652,25,Materials Science,Physical Sciences
2015,0308-0161,64,1,2211,Mechanics of Materials,61,1.81,0.652,22,Engineering,Physical Sciences
